3209,Wee Heavy,Weinkeller Brewery - Berwyn,Scotch Ale
3210,Bavarian Weiss,Weinkeller Brewery - Berwyn,South German-Style Hefeweizen
3211,Kristall Weiss,Weinkeller Brewery - Berwyn,
3212,Black Jack Stout,Empyrean Brewing Company,American-Style Stout
3213,Eccentric Ale,Empyrean Brewing Company,American-Style Brown Ale
3214,Zig Zag Lager,Portland Brewing,
3215,Red Top Rye,Crane River Brewpub and Cafe,American-Style Lager
3216,Wind Chill Spiced Ale (discontinued),Spilker Ales,
3217,Old Market Stout,Upstream Brewing Old Market,American-Style Stout
3218,Heartland Hefeweizen,Upstream Brewing Old Market,South German-Style Hefeweizen
3219,Strong Scotch Ale,Breckenridge BBQ of Omaha,Scotch Ale
3220,Raspberry Porter,Breckenridge BBQ of Omaha,
3221,Oatmeal Stout,Breckenridge BBQ of Omaha,American-Style Stout
3222,India Pale Ale,Breckenridge BBQ of Omaha,American-Style Pale Ale
3223,Avalanche Amber,Breckenridge BBQ of Omaha,American-Style Amber/Red Ale
3224,Mountain Wheat,Breckenridge BBQ of Omaha,American-Style Lager
3225,Nut Brown Ale,Wild River Brewing and Pizza - Cave Junction,American-Style Brown Ale
3226,Dark,Wild River Brewing and Pizza - Cave Junction,Porter
3227,ESB,Wild River Brewing and Pizza - Cave Junction,
3228,Blackberry,Wild River Brewing and Pizza - Cave Junction,Light American Wheat Ale or Lager
3229,Light,Wild River Brewing and Pizza - Cave Junction,
3230,Hazelnut Stout,Blitz-Weinhard Brewing,
3231,Sasquatch Stout,Flagstaff Brewing,American-Style Stout
3232,Blackbird Porter,Flagstaff Brewing,Porter
3233,Bubbaganoush Pale Ale,Flagstaff Brewing,American-Style Pale Ale
3234,Agassiz Amber,Flagstaff Brewing,American-Style Amber/Red Ale
3235,Original Munich Premium Lager,Paulaner,
3236,Bock,Gordon Biersch Brewing,Traditional German-Style Bock
3237,Sly Fox Christmas Ale,Sly Fox Brewhouse and Eatery - Royersford,Winter Warmer
3238,Winterhook Robust Winter Ale 1993,Redhook Ale Brewery,
3239,Wee Heavy,Santa Rosa Brewing,Scotch Ale
3240,Spiced Ale,Yakima Brewing and Malting / Grant's Ales,
3241,Doppelbock,Sudwerk Privatbrauerei Hbsch,Traditional German-Style Bock
3242,Cold Cock Porter (discontinued),Big Rock Brewery,Porter
3243,Blond Barleywine,Rubicon Brewing,
3244,Bombay by Boat IPA,Moonlight Brewing,American-Style India Pale Ale
3245,ESB,Redhook Ale Brewery,
3246,Sir Francis Stout,Drake's Brewing,American-Style Stout
3247,Albino Rhino (discontinued),Big Rock Brewery,American-Style Pale Ale
3248,Export,Etna Brewing,
3249,Wheat Hook,Redhook Ale Brewery,American-Style Lager
3250,Pacific Porter,Santa Cruz Brewing,Porter
3251,Buzzard Breath (discontinued),Big Rock Brewery,American-Style Pale Ale
3252,Bigfoot 1991,Sierra Nevada Brewing Co.,
3253,India Pale Ale,Yakima Brewing and Malting / Grant's Ales,American-Style Pale Ale
3254,Imperial Stout,Pacific Coast Brewing,American-Style Stout
3255,Horn of the Bear Barleywine,Anderson Valley Brewing,
3256,Our Special Ale 1992,Anchor Brewing,
3257,Red Nose,Seabright Brewery,
3258,Winter Solstice Seasonal Ale 1992,Anderson Valley Brewing,
3259,Hoppy Holidaze,Marin Brewing,
3260,Hammerhead Barleywine 1990,Pacific Coast Brewing,
3261,Celebration Ale 1992,Sierra Nevada Brewing Co.,American-Style Pale Ale
3262,Jolly Roger,Drake's Brewing,
3263,Holiday Wheat Bock,Dempsey's Restaurant & Brewery,Traditional German-Style Bock
3264,Wintertime Ale 1992,North Coast Brewing Company,American-Style Brown Ale
3265,Hibernator Winter Ale,Golden Pacific Brewing,
3266,Dunkel Hefeweizen,Lost Coast Brewery,
3267,Hefeweizen,Lost Coast Brewery,American-Style Lager
3268,Pale Ale,Lost Coast Brewery,American-Style Pale Ale
3269,Dark,Red Kettle Brewing,Porter
3270,Amber,Red Kettle Brewing,American-Style Amber/Red Ale
3271,Pale,Red Kettle Brewing,American-Style Pale Ale
3272,Aviator Doppelbock,Goose Island Beer Company - Clybourn,Traditional German-Style Bock
3273,Honest Stout,Goose Island Beer Company - Clybourn,American-Style Stout
3274,Christmas Ale,Goose Island Beer Company - Clybourn,
3275,Hornet Tail IPA,Beach Brewing,American-Style India Pale Ale
3276,Magic Brew,Beach Brewing,American-Style Brown Ale
3277,Red Rock,Beach Brewing,American-Style Amber/Red Ale
3278,Harvest Gold,Beach Brewing,
3279,Independence Ale,Kelmer's Brewhouse,American-Style Pale Ale
3280,Klout,Kelmer's Brewhouse,American-Style Stout
3281,Klassic,Kelmer's Brewhouse,American-Style Pale Ale
3282,Krystal,Kelmer's Brewhouse,American-Style Lager
3283,Stout,Humboldt Brewing,American-Style Stout
3284,Storm Cellar Porter,Humboldt Brewing,Porter
3285,Redwood Amber,Humboldt Brewing,American-Style Amber/Red Ale
3286,Red Nectar,Humboldt Brewing,American-Style Amber/Red Ale
3287,Gold Rush,Humboldt Brewing,American-Style Pale Ale
3288,Honey and Ginger Ale,Humboldt Brewing,
3289,Coal Porter,Traffic Jam and Snug,Porter
3290,Gold Rush Ale,Traffic Jam and Snug,American-Style Pale Ale
3291,Wicked Springfest,Pete's Brewing,German-Style Heller Bock/Maibock
3292,Peaches and Cream,Spanish Peaks Brewing,Light American Wheat Ale or Lager
3293,Special Export,G. Heileman Brewing,American-Style Lager
3294,Capt'n Krunkles,Terrapin Beer Company,
3295,Bock Dark,Murphy's Wagon Wheel,Traditional German-Style Bock
3296,Wheat,Murphy's Wagon Wheel,American-Style Lager
3297,Red Ale,Murphy's Wagon Wheel,American-Style Amber/Red Ale
3298,American Pilsner,Murphy's Wagon Wheel,
3299,Limestone Bavarian Style Bock (discontinued),Alltech's Lexington Brewing Company,Traditional German-Style Bock
3300,Limestone English Style Porter (discontinued),Alltech's Lexington Brewing Company,Porter
3301,Limestone 1897 Original Amber Ale (discontinued),Alltech's Lexington Brewing Company,American-Style Amber/Red Ale
3302,Beer,Kentucky Hemp Beer Company,
3303,Limestone Crisp-Hoppy Pale Ale (discontinued),Alltech's Lexington Brewing Company,American-Style Pale Ale
3304,Extra Special Bitter Ale,Oasis Brewery Annex,
3305,Noche Buena Special Holiday Amber Beer,Cervecera Cuauhtmoc-Moctezuma,American-Style Lager
3306,Moss Bay Extra,Hale's Ales #3,
3307,Brown Ale,Oasis Brewery Annex,American-Style Brown Ale
3308,Walnut Buffalo Gold Premium Ale,Rock Bottom Restaurant & Brewery - South Denver,
3309,Tripppleberry Wheat,Barley Brothers Brewery and Grill,Light American Wheat Ale or Lager
3310,Bighorn IPA,Barley Brothers Brewery and Grill,American-Style India Pale Ale
3311,Kickstart Oatmeal Stout,Barley Brothers Brewery and Grill,American-Style Stout
3312,Beachballs Red Ale,Barley Brothers Brewery and Grill,American-Style Brown Ale
3313,Blonde Ale,Barley Brothers Brewery and Grill,
3314,34th Street Porter,Bootleggers Steakhouse and Brewery,Porter
3315,Bourbon Street Stout,Bootleggers Steakhouse and Brewery,American-Style Stout
3316,Irish Red,Bootleggers Steakhouse and Brewery,American-Style Pale Ale
3317,Summer Wheat,Bootleggers Steakhouse and Brewery,American-Style Lager
3318,Double ZZ Raspberry Wheat,Bootleggers Steakhouse and Brewery,Light American Wheat Ale or Lager
3319,Voluptuous Blonde,Bootleggers Steakhouse and Brewery,
3320,VHB,St. Stan's Brewing Co.,American-Style Pale Ale
3321,Pale Ale,Humboldt Brewing,American-Style Pale Ale
3322,Hemp Ale,Humboldt Brewing,
3323,Barleywine,Coast Range Brewing,
3324,Auld Lang Syne,Coast Range Brewing,
3325,India Pale Ale,Faultline Brewing #2,American-Style Pale Ale
3326,Prohibition Pale Ale,Speakeasy Ales and Lagers,American-Style Pale Ale
3327,Stout of Circumstance,Magnolia Pub and Brewery,American-Style Stout
3328,Cole Porter,Magnolia Pub and Brewery,Porter
3329,Prescription Pale,Magnolia Pub and Brewery,American-Style Pale Ale
3330,Golden Bitter,Magnolia Pub and Brewery,
3331,KrÃ¶lsch,Magnolia Pub and Brewery,
3332,Frambosia,Golden Gate Park Brewery,Light American Wheat Ale or Lager
3333,Buffalo Nutty Brown,Golden Gate Park Brewery,American-Style Brown Ale
3334,Celebration Red,Golden Gate Park Brewery,American-Style Amber/Red Ale
3335,Four Sheets Cream Ale,Golden Gate Park Brewery,American-Style Lager
3336,Amber Lager,Bad Frog Brewery Company,American-Style Lager
3337,Gray Whale,Pacific Coast Brewing,American-Style Pale Ale
3338,Bigfoot 1997,Sierra Nevada Brewing Co.,
3339,Holiday Scottish Strong Ale,Pacific Coast Brewing,Scotch Ale
3340,Bigfoot 1996,Sierra Nevada Brewing Co.,
3341,Grozet Gooseberry and Wheat Ale,Williams Brothers Brewing Company,Light American Wheat Ale or Lager
3342,"5,000 Year Ale","Pyramid Alehouse, Brewery and Restaurant - Seattle",
3343,Edomae,Asahi Breweries,
3344,Amber Ale,Hale's Ales #3,American-Style Amber/Red Ale
3345,Drawbridge Blonde,Hale's Ales #3,
3346,India Ale,Samuel Smith Old Brewery (Tadcaster),American-Style Pale Ale
3347,Kona Coffee Stout,Ali`i Brewing,American-Style Stout
3348,Kuaipa,Trade Winds Brewing,American-Style India Pale Ale
3349,XXXXX Stout,Pike Pub and Brewery,American-Style Stout
3350,Jubelale,Deschutes Brewery,Winter Warmer
3351,Cross of Gold,Revolution Brewing LLC,Golden or Blonde Ale
3352,Harvest Ale,Sierra Nevada Brewing Co.,American-Style Pale Ale
3353,East India Pale Ale,Tui Brewery,American-Style Pale Ale
3354,Jacobite Ale,Traquair House Brewery,
3355,Alba Scots Pine Ale,Williams Brothers Brewing Company,
3356,Wicked Winter Brew,Pete's Brewing,Fruit Beer
3357,Wassail Winter Ale,Full Sail Brewing #1,Old Ale
3358,Oatmeal Stout,American River Brewing,American-Style Stout
3359,Our Special Ale 1997,Anchor Brewing,
3360,Road Dog Ale,Flying Dog Brewery,Porter
3361,Jack Frost Winter Doppelbock,Saxer Brewing,Traditional German-Style Bock
3362,Doggie Style Ale,Flying Dog Brewery,American-Style Pale Ale
3363,Frolic Shipwreck 1850 Ale,Mendocino Brewing - Hopland,Old Ale
3364,Rauchbier,HC Berger Brewing,
3365,Frambozen,New Belgium Brewing,Belgian-Style Fruit Lambic
3366,Christmas Ale,Breckenridge Brewery,American-Style Brown Ale
3367,Sweaty Betty Blonde,Boulder Beer Company,Light American Wheat Ale or Lager
3368,Gingerwheat,Trade Winds Brewing,
3369,1997,White Oak Cider,
3370,Pale Ale,Full Sail Brewing #1,American-Style Pale Ale
3371,Stealth Dark Ale,Hapa*s Brew Haus and Restaurant,Porter
3372,Red Eye Amber,Hapa*s Brew Haus and Restaurant,American-Style Amber/Red Ale
3373,El NiÃ±o Pale Ale,Hapa*s Brew Haus and Restaurant,American-Style Pale Ale
3374,Porter,Sharktooth Brewing,Porter
3375,Scotch,Brasserie de Silly,American-Style Pale Ale
3376,Rauchbier,Kaiserdom Privatbrauerei Bamberg,
3377,Great White Beer,Lost Coast Brewery,
3378,Beer,Taiwan Tobacco and Wine Monopoly Board,American-Style Lager
3379,Eisbock,Niagara Falls Brewing,Traditional German-Style Bock
3380,Kriek,Niagara Falls Brewing,Light American Wheat Ale or Lager
3381,Apple Ale,Niagara Falls Brewing,Light American Wheat Ale or Lager
3382,Weisse Beer,Niagara Falls Brewing,American-Style Lager
3383,Saaz Pilsner,Niagara Falls Brewing,
3384,Premium Light,Niagara Falls Brewing,American-Style Pale Ale
3385,Best Bitter,Niagara Falls Brewing,
3386,Old Jack,Niagara Falls Brewing,Old Ale
3387,Nut Brown Ale,Oldenberg Brewery,American-Style Brown Ale
3388,Brown Ale,Main Street Brewing,American-Style Brown Ale
3389,Saint Arnold Texas Weat,Saint Arnold Brewing,
3390,Amarossa,Salado Creek Brewing Company,
3391,Amber,Salado Creek Brewing Company,American-Style Lager
3392,Pecan Street Lager,Old City Brewing,American-Style Lager
3393,Hexen BrÃ¤u,Brauerei Hrlimann,Traditional German-Style Bock
3394,Scottish Ale,Hoffbrau Steaks Brewery #2,
3395,Buffalo Ale,Hoffbrau Steaks Brewery #2,American-Style Amber/Red Ale
3396,Dunkel Weizen,Hoffbrau Steaks Brewery #2,
3397,Oktoberfest,Hoffbrau Steaks Brewery #2,German-Style Oktoberfest
3398,Rodeo Red,Hoffbrau Steaks Brewery #2,American-Style Pale Ale
3399,Red Lager,Hoffbrau Steaks Brewery #2,American-Style Lager
3400,Shawnee Amber Ale,Hoffbrau Steaks Brewery #2,American-Style Amber/Red Ale
3401,Windmill Wheat Ale,Hoffbrau Steaks Brewery #2,South German-Style Hefeweizen
3402,Yellow Rose Cream Ale,Hoffbrau Steaks Brewery #2,American-Style Lager
3403,Blueberry Blonde,Yegua Creek Brewing - Dallas,Light American Wheat Ale or Lager
3404,Cask Scotch Ale,Yegua Creek Brewing - Dallas,
3405,Icehaus Pale Ale,Yegua Creek Brewing - Dallas,American-Style Pale Ale
3406,Oktoberfest,Yegua Creek Brewing - Dallas,German-Style Oktoberfest
3407,White Rock Red,Yegua Creek Brewing - Dallas,American-Style Amber/Red Ale
3408,Golden Wheat,Yegua Creek Brewing - Dallas,American-Style Lager
3409,Big Black Stout,Routh Street Brewery and Grille,American-Style Stout
3410,Classic Pale,Routh Street Brewery and Grille,American-Style Pale Ale
3411,Dusseldorf-Style Altbier,Routh Street Brewery and Grille,American-Style Brown Ale
3412,Brown,Routh Street Brewery and Grille,American-Style Brown Ale
3413,Oktoberfest,Routh Street Brewery and Grille,German-Style Oktoberfest
3414,Light Ale,Routh Street Brewery and Grille,
3415,Bavarian Wheat,Routh Street Brewery and Grille,South German-Style Hefeweizen
3416,Pilsner,Routh Street Brewery and Grille,American-Style Lager
3417,Rainbow Trout Stout,Schooner Brewery,American-Style Stout
3418,Vail Pale Ale,Schooner Brewery,American-Style Pale Ale
3419,Dunkelweizen,Schooner Brewery,
3420,Downtown Brown,Schooner Brewery,American-Style Brown Ale
3421,Oktoberfest,Schooner Brewery,German-Style Oktoberfest
3422,Pegasus Pilsner,Schooner Brewery,
3423,Ranger Red,Schooner Brewery,American-Style Amber/Red Ale
3424,Shiner Blonde,Spoetzl Brewery,American-Style Lager
3425,Honey Bock,Salado Creek Brewing Company,Traditional German-Style Bock
3426,Black Dog Yellowstone Ale,Spanish Peaks Brewing,American-Style Pale Ale
3427,Samuel Adams Golden Pilsner,Boston Beer Company,
3428,Hard Core Crisp Apple Cider,Boston Beer Company,
3429,"Double Eagle ""High-Test"" Scotch Ale",Pinehurst Village Brewery,Scotch Ale
3430,Classic Pale Ale,Steve and Clark's Brew Pub and Sausage Co. #2,American-Style Pale Ale
3431,Rhubarb,Steve and Clark's Brew Pub and Sausage Co. #2,Light American Wheat Ale or Lager
3432,Apricot,Steve and Clark's Brew Pub and Sausage Co. #2,Light American Wheat Ale or Lager
3433,Hefeweizen,Steve and Clark's Brew Pub and Sausage Co. #2,South German-Style Hefeweizen
3434,Northwest Pale Ale,Steve and Clark's Brew Pub and Sausage Co. #2,American-Style Pale Ale
3435,Satin Stout,Steve and Clark's Brew Pub and Sausage Co. #2,American-Style Stout
3436,Bull Town Brown,Steve and Clark's Brew Pub and Sausage Co. #2,American-Style Brown Ale
3437,Melon Head Red,Steve and Clark's Brew Pub and Sausage Co. #2,American-Style Amber/Red Ale
3438,Honey Wheat,Steve and Clark's Brew Pub and Sausage Co. #2,American-Style Lager
3439,Double Eagle Scotch Ale,Pinehurst Village Brewery,
3440,Double Eagle Brown Ale,Pinehurst Village Brewery,American-Style Brown Ale
3441,Double Eagle Golden Ale,Pinehurst Village Brewery,American-Style Pale Ale
3442,Davie Poplar IPA,Top of the Hill Restaurant and Brewery,American-Style India Pale Ale
3443,Blackwood Mountain Stout,Top of the Hill Restaurant and Brewery,American-Style Stout
3444,Bitter,Top of the Hill Restaurant and Brewery,
3445,Iron Mine Pale Ale,Top of the Hill Restaurant and Brewery,American-Style Pale Ale
3446,Big Bertha Brown,Top of the Hill Restaurant and Brewery,American-Style Brown Ale
3447,IPA,Carolina Brewery,American-Style India Pale Ale
3448,Stout,Carolina Brewery,American-Style Stout
3449,Amber,Carolina Brewery,American-Style Amber/Red Ale
3450,Lager,Carolina Brewery,American-Style Lager
3451,Stout,Greenshields Brewery and Pub,American-Style Stout
3452,Nut Brown Ale,Greenshields Brewery and Pub,American-Style Brown Ale
3453,Greenshields Pale Ale,Greenshields Brewery and Pub,American-Style Pale Ale
3454,Munich Summer Fest,Greenshields Brewery and Pub,German-Style Oktoberfest
3455,Amber,Greenshields Brewery and Pub,American-Style Amber/Red Ale
3456,Pilsner,Greenshields Brewery and Pub,
3457,Tornado Ale,Pony Express Brewing,American-Style Pale Ale
3458,Hoppy Claus Holiday Ale,Hoppy Brewing Company,Winter Warmer
3459,Black Hawk Stout,Mendocino Brewing - Hopland,American-Style Stout
3460,Yuletide Porter,Mendocino Brewing - Hopland,Porter
3461,Total Eclipse Black Ale,Hoppy Brewing Company,American-Style Stout
3462,Rosed Porter,Brew Makers,Porter
3463,Saranac Winter Wassail,F.X. Matt Brewing,Winter Warmer
3464,Traditional ESB,Pyramid Ales Brewery,
3465,Amber Ale,Full Sail Brewing #1,American-Style Amber/Red Ale
3466,Golden Gate Copper Ale,Golden Pacific Brewing,American-Style Amber/Red Ale
3467,Desperado Pale Ale,Coast Range Brewing,American-Style Pale Ale
3468,Sun Fest,Pyramid Ales Brewery,American-Style Lager
3469,Our Special Ale 1996,Anchor Brewing,
3470,Best Bitter Ale,Jack Russell Brewing,
3471,HighFalls Indiaman Trader India Pale Export Ale,High Falls Brewing,American-Style Pale Ale
3472,Cask ESB,Pacific Coast Brewing,
3473,Golden Bear Lager,Golden Pacific Brewing,American-Style Lager
3474,India Pale Ale,Full Sail Brewing #1,American-Style Pale Ale
3475,Pacific Ridge Pale Ale,Anheuser-Busch,American-Style Pale Ale
3476,Hefe Weizen,Sudwerk Privatbrauerei Hbsch,South German-Style Hefeweizen
3477,Blue Heron Pale Ale,Mendocino Brewing - Hopland,American-Style Pale Ale
3478,Abbot Ale,Greene King,
3479,Affligem Tripel,Brouwerij De Smedt,
3480,Liquid Sunshine Blonde Ale,Hoppy Brewing Company,Golden or Blonde Ale
3481,High Rollers Wheat Beer,Anderson Valley Brewing,American-Style Lager
3482,Red Tail Ale,Mendocino Brewing - Hopland,American-Style Pale Ale
3483,Hoppy Face Amber Ale,Hoppy Brewing Company,American-Style India Pale Ale
3484,Brown Bear Brown Ale,Rock Bottom Restaurant & Brewery - San Jose,American-Style Brown Ale
3485,Raccoon Red Ale,Rock Bottom Restaurant & Brewery - San Jose,American-Style Amber/Red Ale
3486,Stillwater Stout,Rock Bottom Restaurant & Brewery - San Jose,American-Style Stout
3487,Boulder Creek Pale Ale,Rock Bottom Restaurant & Brewery - San Jose,American-Style Pale Ale
3488,Pilsner,Rock Bottom Restaurant & Brewery - San Jose,American-Style Lager
3489,Faller Wheat,Rock Bottom Restaurant & Brewery - San Jose,American-Style Lager
3490,MÃ¤rzen,Sudwerk Privatbrauerei Hbsch,German-Style Oktoberfest
3491,California Blonde Ale,Coast Range Brewing,
3492,Thompson Pale Ale,Snowshoe Brewing - Sonora,American-Style Pale Ale
3493,Kozlov Stout,ThirstyBear Brewing,American-Style Stout
3494,Thirsty IPA,ThirstyBear Brewing,American-Style India Pale Ale
3495,Meyer ESB,ThirstyBear Brewing,
3496,Brown Bear Ale,ThirstyBear Brewing,American-Style Brown Ale
3497,Polar Ale,ThirstyBear Brewing,American-Style Lager
3498,Golden Vanilla Ale,ThirstyBear Brewing,
3499,Valencia Wheat,ThirstyBear Brewing,
3500,Fleishhacker Stout,Beach Chalet Brewery,American-Style Stout
3501,Essex S.O.B.,Beach Chalet Brewery,
3502,Playland Pale Ale,Beach Chalet Brewery,American-Style Pale Ale
3503,Alexander Alt,Beach Chalet Brewery,American-Style Brown Ale
3504,Endless Summer Cream Ale,Beach Chalet Brewery,American-Style Lager
3505,Snow Cap Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Old Ale
3506,Thomas Kemper HefeWeizen,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",South German-Style Hefeweizen
3507,Oktoberfest,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",German-Style Oktoberfest
3508,Amber Lager,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Lager
3509,Stout,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Stout
3510,Pale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Pale Ale
3511,Thomas Kemper Porter,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Porter
3512,ESB,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",
3513,HefeWeizen,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Lager
3514,IPA,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style India Pale Ale
3515,Porter,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Porter
3516,Best Brown,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Brown Ale
3517,DPA,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Pale Ale
3518,Apricot Wheat,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Light American Wheat Ale or Lager
3519,Summer Brau,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Lager
3520,Sun Fest,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Lager
3521,Thomas Kemper Belgian White,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",
3522,Wheaten Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Lager
3523,Weizenberry,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",Light American Wheat Ale or Lager
3524,Honey Weizen,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",American-Style Lager
3525,Nitro Stout,Anderson Valley Brewing,American-Style Stout
3526,Baritone Red,Moonlight Brewing,American-Style Amber/Red Ale
3527,4868 Dark Wheat,Moonlight Brewing,Porter
3528,Copper Wheat,HopTown Brewing,American-Style Lager
3529,Summer Nectar Wheat Ale,Humboldt Brewing,
3530,Atta Boy IPA,Pleasanton Main Street Brewery,American-Style India Pale Ale
3531,Honey Wheat,Pleasanton Main Street Brewery,American-Style Lager
3532,Stout,Faultline Brewing #2,American-Style Stout
3533,Alt Bier,Faultline Brewing #2,American-Style Brown Ale
3534,Pale Ale,Faultline Brewing #2,American-Style Pale Ale
3535,Burton Pale Ale,Faultline Brewing #2,
3536,Best Bitter,Faultline Brewing #2,
3537,Hefe Weizen,Faultline Brewing #2,South German-Style Hefeweizen
3538,Golden,Faultline Brewing #2,American-Style Pale Ale
3539,KÃ¶lsch,Faultline Brewing #2,
3540,Stout,Grizzly Bay Brewing,American-Style Stout
3541,Weizen,Grizzly Bay Brewing,American-Style Lager
3542,Hammerhead Red,Grizzly Bay Brewing,American-Style Pale Ale
3543,Colorado KÃ¶lsch Ale,HC Berger Brewing,
3544,Tilted Kilt Ale,"Pyramid Alehouse, Brewery and Restaurant - Seattle",Scotch Ale
3545,Special Reserve Oatmeal Ale,McMullen & Sons,American-Style Pale Ale
3546,Pau Hana Porter,Ali`i Brewing,Porter
3547,Special Reserve Anniversary Porter,McMullen & Sons,Porter
3548,Royal Oak Pale Ale,"Eldridge, Pope and Co.",
3549,AK Original Bitter,McMullen & Sons,
3550,Golden Ale,Ali`i Brewing,American-Style Pale Ale
3551,Bohemia ClÃ¡sica,Cervecera Cuauhtmoc-Moctezuma,American-Style Lager
3552,Port Royal Export,Cervecera Hondurea,American-Style Lager
3553,Lone Star,Stroh Brewery Company,American-Style Lager
3554,Crno Pivo,Karlovacka Pivovara,
3555,Cabro Extra,Cervecera Nacional,American-Style Lager
3556,Dry Pear Hard Cider,Wyder's Cider,
3557,Brown Ale,Brooklyn Brewery,American-Style Brown Ale
3558,Brooklyn Lager,Brooklyn Brewery,
3559,Base Camp Golden Ale,Fifty Fifty Brewing Co.,Golden or Blonde Ale
3560,Edelweiss HefetrÃ¼b,Hofbru Kaltenhausen Salzachtal,South German-Style Hefeweizen
3561,Carta Blanca,Cervecera Cuauhtmoc-Moctezuma,American-Style Lager
3562,Flying Horse Royal Lager Beer,United Breweries Limited,American-Style Lager
3563,Bumbucha Stout,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery",American-Style Stout
3564,S-Team,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery",
3565,Ehu Ale,"Sam Choy's Breakfast, Lunch, Crab & Big Aloha Brewery",American-Style Brown Ale
3566,Affligem Dubbel,Affligem Brouwerij,Belgian-Style Dubbel
3567,Mort Subite Gueuze Lambic,Brouwerij De Keersmaeker,Belgian-Style Fruit Lambic
3568,Old Knucklehead 2000,BridgePort Brewing,
3569,Black Lava Lager,Hapa*s Brew Haus and Restaurant,German-Style Schwarzbier
3570,Red Sky Amber Lager,Hapa*s Brew Haus and Restaurant,American-Style Lager
3571,Paradise Pale Lager,Hapa*s Brew Haus and Restaurant,
3572,Moonset Lager,Hapa*s Brew Haus and Restaurant,American-Style Lager
3573,Porteris,Aldaris,Traditional German-Style Bock
3574,Luksusa,Aldaris,
3575,Zelta,Aldaris,
3576,Ice,Molson Breweries of Canada,American-Style Lager
3577,Hefeweizen,Yakima Brewing and Malting / Grant's Ales,South German-Style Hefeweizen
3578,Double Black Stout,Redhook Ale Brewery,American-Style Stout
3579,Michelob Pale Ale,Anheuser-Busch,American-Style Pale Ale
3580,Singha Gold,Boon Rawd Brewery,
3581,Macadamia Nut Brown Ale,Ali`i Brewing,
3582,Amber Ale,Ali`i Brewing,American-Style Amber/Red Ale
3583,Old Crustacean Barleywine 1996,Rogue Ales,
3584,IPA Pale Ale,Railway Brewing,American-Style India Pale Ale
3585,Ironhorse Not Brown,Railway Brewing,American-Style Brown Ale
3586,Anchorage Ale,Silver Gulch Brewing Company,American-Style Pale Ale
3587,Mirrorpond Pale Ale,Deschutes Brewery,American-Style Pale Ale
3588,Porter,BridgePort Brewing,Porter
3589,Stout,Sharktooth Brewing,American-Style Stout
3590,Big Kahuna Brown,Sharktooth Brewing,American-Style Brown Ale
3591,Amber,Sharktooth Brewing,American-Style Amber/Red Ale
3592,Poi Dog Wheat,Sharktooth Brewing,American-Style Lager
3593,Hula Girl Pale Ale,Sharktooth Brewing,
3594,Scotch brand Ale,Pyramid Ales Brewery,Scotch Ale
3595,Red Barrel,Watney Brewery,
3596,Macadamia Nut Brown,Ali`i Brewing,
3597,Acme California Brown Ale,North Coast Brewing Company,American-Style Brown Ale
3598,Oktoberfest,Thomas Kemper Brewing,German-Style Oktoberfest
3599,No Doubt Stout,Umpqua Brewing,American-Style Stout
3600,Red Ale,Mehana Brewing,American-Style Amber/Red Ale
3601,Dark Wheat,Sierra Nevada Brewing Co.,American-Style Lager
3602,Samuel Adams Cranberry Lambic,Boston Beer Company,Belgian-Style Fruit Lambic
3603,Ace Pear Cider,California Cider Company,
3604,Lilikoi Wheat Ale,Kona Brewing,Light American Wheat Ale or Lager
3605,Summer Wheat,Umpqua Brewing,American-Style Lager
3606,Hula Berry,Trade Winds Brewing,Light American Wheat Ale or Lager
3607,Paniolo Ale,Trade Winds Brewing,American-Style Amber/Red Ale
3608,Draft,Sapporo Breweries - Chuo,American-Style Lager
3609,Stout,Kona Brewing,American-Style Stout
3610,Three Stooges Beer,Panther Brewing Company,American-Style Lager
3611,Thyme of the Saison,Egan Brewing,
3612,The Lonely Guy India Pale Ale,Egan Brewing,American-Style Pale Ale
3613,Organic Porter,Butte Creek Brewing,Porter
3614,Copperhead Premium Ruby Lager,Viking Brewing,German-Style Oktoberfest
